      Type       |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 Section         | Freeform subtype GUID |   N/A    | 0000017C | 9BFC5618 | -------- 88A15A4F-977D-4682-B17C-DA1F316C1F32
 File            | PEI module            |   N/A    | 0000449A | 76A1251D | ------- F7FDE4A6-294C-493C-B50F-9734553BB757
 Section         | PEI dependency        |   N/A    | 00000006 | 367210DA | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000446C | 524EED9F | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00003DD6 | BD288121 | ------- 9B3ADA4F-AE56-4C24-8DEA-F03B7558AE50
 Section         | Raw                   |   N/A    | 0000231C | 0894376F | -------- Raw section
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00001A7C | 70B2A932 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 468A5D8D | -------- Version section
 File            | PEI module            |   N/A    | 000012C2 | 964769F1 | ------- 9029F23E-E1EE-40D1-9382-36DD61A63EAA
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00001274 | D532AB8C | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000009FA | AD6B4D88 | ------- 79AA6086-035A-4AD9-A89A-A6D5AA27F0E2
 Section         | PEI dependency        |   N/A    | 0000005E | 6F35C6C6 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000974 | F5E14B1B | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000013EE | B36D65E8 | ------- 7AB0F90A-BDF8-4010-A434-4329FB61330D
 Section         | PEI dependency        |   N/A    | 0000004C | 61901464 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000137C | BFEA6D2E | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000015CE | D7242473 | ------- CC9F5B7E-254B-4F8A-A648-034A40AEDA35
 Section         | PEI dependency        |   N/A    | 0000003A | 6080B48F | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000156C | E891B193 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00008BAA | 371FF2E7 | ------- D919136E-865C-4B10-B099-5D897CFEDE08
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00008B6C | A3B23847 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000011AA | A917766D | ------- DE3D7A9C-A218-4891-7469-4FC0AE853298
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000116C | FC075108 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00001FAA | BAE6CD0E | ------- DE3E049C-A218-4891-7469-4FC0AE853298
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00001F6C | 25D63692 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00001BCE | 8E19D37E | ------- BDAD7D1A-4C48-4C75-B5BC-D002D17F6397
 Section         | PEI dependency        |   N/A    | 00000070 | BE87A3E0 | -------- PEI dependency section
 Section         | GUID defined          |   N/A    | 00001B46 | D784F0DA | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section         | PE32 image            |   N/A    | 00002F04 | 8D6E910F | --------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File            | PEI module            |   N/A    | 000107DE | 49056E28 | ------- 2E3C89F7-A519-4570-AB2B-91AC503CB312
 Section         | PEI dependency        |   N/A    | 0000003A | 6080B48F | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0001077C | 7D42EB7F | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 0000244B | CB119A0F | ------- E328A036-A867-437F-AB81-E5BE4F41E5F0
 Section         | PEI dependency        |   N/A    | 0000004C | BC5AC3E0 | -------- PEI dependency section
 Section         | GUID defined          |   N/A    | 000023E7 | AE168452 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section         | PE32 image            |   N/A    | 00004C04 | 5378D124 | --------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File            | PEI module            |   N/A    | 000058D8 | 4A06EC3E | ------- EDADEB9D-DDBA-48BD-9D22-C1C169C8C5C6
 Section         | PEI dependency        |   N/A    | 0000003A | 7F851482 | -------- PEI dependency section
 Section         | GUID defined          |   N/A    | 00005884 | 7BBD18CE | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section         | PE32 image            |   N/A    | 0000A204 | 9972D449 | --------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File            | PEI module            |   N/A    | 000005AA | 0990F96F | ------- 4DF75915-6C88-4EF4-995D-834D866DBD20
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000056C | 4E0A6B42 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000008AA | 7D9C2594 | ------- 76864548-0261-410E-A8B4-01615BFA3E0A
 Section         | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000086C | AB9CDDB4 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00005D00 | AF0B283F | ------- 67451698-1825-4AC5-999D-F350CC7D5D72
 Section         | PEI dependency        |   N/A    | 00000070 | D5588B51 | -------- PEI dependency section
 Section         | GUID defined          |   N/A    | 00005C78 | 88B5EE39 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section         | PE32 image            |   N/A    | 0000A904 | 429CA2E8 | --------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File            | PEI module            |   N/A    | 00002EC2 | A36AAAD3 | ------- 7942EDD0-C023-4357-93ED-F6626D711E9E
 Section         | PEI dependency        |   N/A    | 00000028 | BB3EB8AA | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00002E74 | 4BC971D2 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000006D6 | ADD65EB0 | ------- 0EF53039-3A38-42D1-BCEC-CE966E87061A
 Section         | PEI dependency        |   N/A    | 0000003A | 53A941A7 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000674 | 8CC5C8C6 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 00000DDE | 1A935A75 | ------- 2700F72F-E0EA-4767-9A1E-D172F0704778
 Section         | PEI dependency        |   N/A    | 0000004C | 87C3DE87 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00000D6C | 04DDB89C | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 0000470B | C75CFE79 | ------- 39E8CA1A-7A69-4A73-834A-D06381933286
 Section         | PEI dependency        |   N/A    | 00000070 | 89F59292 | -------- PEI dependency section
 Section         | GUID defined          |   N/A    | 00004683 | 7DDF6F40 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section         | PE32 image            |   N/A    | 00008A04 | 8C0875F9 | --------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File            | PEI module            |   N/A    | 00000FB2 | A97E6FE2 | ------- DACF705C-71DF-497D-AABE-10186B2E1DDE
 Section         | PEI dependency        |   N/A    | 00000082 | DF9ABF0D | -------- PEI dependency section
 Section         | GUID defined          |   N/A    | 00000F16 | F11CE6B3 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section         | PE32 image            |   N/A    | 00001904 | E78D76DB | --------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File            | PEI module            |   N/A    | 0000344A | 01E8A018 | ------- 7ECD9C20-68B9-4A6F-B515-D64FF500B109
 Section         | PEI dependency        |   N/A    | 00000094 | DDC66D17 | -------- PEI dependency section
 Section         | GUID defined          |   N/A    | 0000339E | 2936484E | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section         | PE32 image            |   N/A    | 00005F04 | 08832E2A | --------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File            | PEI module            |   N/A    | 00001FC2 | 4E1F30C1 | ------- 654FE61A-2EDA-4749-A76A-56ED7ADE1CBE
 Section         | PEI dependency        |   N/A    | 00000028 | BB3EB8AA | -------- PEI dependency section
 Section         | TE image              |   N/A    | 00001F74 | 66495ABB | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 000015BA | 980B78B8 | ------- E03E6451-297A-4FE9-B1F7-639B70327C52
 Section         | PEI dependency        |   N/A    | 00000028 | B1077547 | -------- PEI dependency section
 Section         | TE image              |   N/A    | 0000156C | EC28F479 | -------- TE image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | PEI module            |   N/A    | 0000066D | C8B4088C | ------- D9DDCFF2-215A-480A-AA63-1DF1F5EDBC01
